nonstereo_aromatic_smiles,accession,standard_type,pPot_mean,chembl_cid,chembl_tid
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1ccc(C)cc1,P00915,Kd,6.253210167847388,CHEMBL4445724,CHEMBL261
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1ccc(Cl)cc1,P00915,Kd,6.358823453386886,CHEMBL4470818,CHEMBL261
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1ccc(Cl)cc1Cl,P00915,Kd,5.849796371237192,CHEMBL4454405,CHEMBL261
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1ccc(F)cc1,P00915,Kd,7.17134010346468,CHEMBL4472783,CHEMBL261
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1ccc([N+](=O)[O-])cc1,P00915,Kd,5.8361829061006745,CHEMBL4447073,CHEMBL261
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1cccc(Cl)c1,P00915,Kd,6.094096233783383,CHEMBL4529542,CHEMBL261
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1cccc2ccccc12,P00915,Kd,5.648957794260555,CHEMBL4451504,CHEMBL261
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1ccccc1,P00915,Kd,6.724919101543142,CHEMBL4581321,CHEMBL261
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1ccccc1Cl,P00915,Kd,6.027103215563455,CHEMBL4455505,CHEMBL261
CC(=O)N1N=C(c2ccccc2)CC1c1c(C)nn(-c2ccc(S(N)(=O)=O)cc2)c1Cl,P00915,Kd,7.690369832574101,CHEMBL3601459,CHEMBL261
CC(=O)N1N=C(c2ccccc2)CC1c1ccc(OS(N)(=O)=O)cc1,P00915,Kd,6.190642329788894,CHEMBL4527048,CHEMBL261
CC(=O)N1N=C(c2ccccc2)CC1c1cccc(OS(N)(=O)=O)c1,P00915,Kd,6.122053048370812,CHEMBL4562874,CHEMBL261
CC(=O)NC(CCCCN)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,P00915,Kd,6.20342566678957,CHEMBL3314178,CHEMBL261
CC(=O)NC(CCCCN)C(=O)NCc1ccc(S(N)(=O)=O)cc1,P00915,Kd,5.632644078973981,CHEMBL3314177,CHEMBL261
