nonstereo_aromatic_smiles,accession,standard_type,pPot_mean,chembl_cid,chembl_tid
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1cccc(Cl)c1,O43570,Kd,7.350665141287858,CHEMBL4529542,CHEMBL3242
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1cccc2ccccc12,O43570,Kd,6.334794371565399,CHEMBL4451504,CHEMBL3242
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1ccccc1,O43570,Kd,7.258848401148215,CHEMBL4581321,CHEMBL3242
CC(=O)N1N=C(c2cccc(OS(N)(=O)=O)c2)CC1c1ccccc1Cl,O43570,Kd,7.128427064454121,CHEMBL4455505,CHEMBL3242
CC(=O)N1N=C(c2ccccc2)CC1c1c(C)nn(-c2ccc(S(N)(=O)=O)cc2)c1Cl,O43570,Kd,9.236572006437065,CHEMBL3601459,CHEMBL3242
CC(=O)N1N=C(c2ccccc2)CC1c1ccc(OS(N)(=O)=O)cc1,O43570,Kd,7.97469413473523,CHEMBL4527048,CHEMBL3242
CC(=O)N1N=C(c2ccccc2)CC1c1cccc(OS(N)(=O)=O)c1,O43570,Kd,7.640164517660112,CHEMBL4562874,CHEMBL3242
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,O43570,Kd,8.42504282208818,CHEMBL19,CHEMBL3242
CC(=O)NC1C(O)C(O)C(CO)OC1n1cc(CNC(=O)c2ccc(S(N)(=O)=O)cc2)nn1,O43570,Kd,7.705533773838407,CHEMBL217232,CHEMBL3242
CC(=O)NC1C(O)C(O)C(CO)OC1n1cc(COC(=O)c2ccc(S(N)(=O)=O)cc2)nn1,O43570,Kd,8.130768280269024,CHEMBL217303,CHEMBL3242
CC(=O)NC1CCc2cc(S(N)(=O)=O)ccc21,O43570,Kd,9.494850021680094,CHEMBL359768,CHEMBL3242
CC(=O)NC1Cc2ccc(S(=O)(=O)O)cc2C1,O43570,Kd,8.327902142064282,CHEMBL363489_CHEMBL454461,CHEMBL3242
CC(=O)NC1Cc2ccc(S(N)(=O)=O)cc2C1,O43570,Kd,8.267606240177031,CHEMBL184674,CHEMBL3242
CC(=O)NCCNc1cccc2ccccc12,O43570,Kd,4.667561540084395,CHEMBL1214323,CHEMBL3242
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(C(F)(F)F)cc3)O2)cc1,O43570,Kd,7.269217724333611,CHEMBL4129095,CHEMBL3242
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(C)cc3)O2)cc1,O43570,Kd,8.2839966563652,CHEMBL4129969,CHEMBL3242
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(Cl)cc3)O2)cc1,O43570,Kd,7.935542010773082,CHEMBL4128603,CHEMBL3242
CC(=O)NS(=O)(=O)c1ccc(C2=NN(C(C)=O)C(c3ccc(Cl)cc3Cl)O2)cc1,O43570,Kd,7.760112438993985,CHEMBL4128942,CHEMBL3242
