nonstereo_aromatic_smiles,accession,standard_type,pPot_mean,chembl_cid,chembl_tid
CC(C)c1ccc(NC(=O)c2ccccc2Cn2ccc3cnccc32)cc1,P35968,IC50,7.060480747381382,CHEMBL203243,CHEMBL279
CC(C)c1ccc(NC(=O)c2ccccc2Cn2ccc3ncnc-3c2)cc1,P35968,IC50,6.958607314841775,CHEMBL204099,CHEMBL279
CC(C)c1ccc(NC(=O)c2scnc2CCc2ccncc2)cc1,P35968,IC50,6.853871964321762,CHEMBL201906,CHEMBL279
CC(C)c1ccc(NC(=O)c2scnc2CCc2cnoc2)cc1,P35968,IC50,5.79317412396815,CHEMBL201659,CHEMBL279
CC(C)c1ccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)cc1,P35968,IC50,6.356547323513812,CHEMBL203119,CHEMBL279
CC(C)c1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,P35968,IC50,7.769551078621726,CHEMBL203346,CHEMBL279
CC(C)c1ccc(Nc2nnc(-c3cccnc3CCc3ccncc3)o2)cc1,P35968,IC50,7.292429823902063,CHEMBL377995,CHEMBL279
CC(C)c1ccc(Nc2nnc(-c3ccncc3CCc3ccncc3)o2)cc1,P35968,IC50,6.6020599913279625,CHEMBL207975,CHEMBL279
CC(C)c1cccc(NC(=O)Nc2cccc(-c3cccc4[nH]nc(N)c34)c2)c1,P35968,IC50,8.642065152999546,CHEMBL3633296,CHEMBL279
CC(C)n1c2ccc(C3CCCCO3)cc2c2c3c(c4c(c21)CCc1c-4cnn1C)C(=O)NC3,P35968,IC50,7.356547323513812,CHEMBL1083350,CHEMBL279
